Occurrence ID,Short title,Author,Publication year,Title,Volume no.,Pages,Journal,Related objects,Editor,Book,Related publications
1600,"BCSMS 1 (2006), 52-53.","Power, B.",2006,"Rv. A.C.V.M. Bongenaar (ed), Interdependency of Institutions and Private Entrepreneurs, MOS Studies 2, PIHANS 87 (Istanbul and Leiden 2000)",1,52-53,Bulletin. The Canadian Society for Mesopotamian Studies,,,,
1584,"BASOR 119 (1950), 27","Albright, William F.",1950,"Rv. H. Figulla, Business Documents of the New-Babylonian Period",119,27,Bulletin of the American Schools of Oriental Research,,,,
1568,"BaM 25 (1994), 601-604","Livingstone, Alasdair",1994,"Late Babylonian as a Matter of Fact. A Reply to J. McGinnis´ Review of E. Gehlken, Uruk, Spätbabylonische Wirtschaftstexte aus dem Eanna-Archiv, Teil I, Texte verschiedenen Inhalts (Berlin 1990)",25,601-604,Baghdader Mitteilungen,,,,
1552,"Babel and Bibel 3 (2007), 517-521.","Dandamayev, Muhammed A.",2007,A Babylonian Trader from Uruk.,3,517-521,"Babel und Bibel. Annual of Ancient Near Eastern, Old Testament and Semitic Studies",,,,
1536,"AuOr 22 (2004), 170-174.","Da Riva, Rocío",2004,La tablillas del templo de Samas III: Agricultura y ganadería.,22,170-174,Aula Orientalis,,,,
1519,"ASJ 16 (1994), 177-200.","Matsushima, Eiko",1994,"On the Material Related to the Clothing Ceremony - lubuštu in the Later Periods in Baby1onia,",16,177-200,Acta Sumerologica,,,,
1503,"ArOr 67 (1999), 683-693","Tavernier, Jan",1999,Zum altpersischen hy /hya/*,67,683-693,Archív Orientalí,,,,
1487,"ArOr 47 (1979), 96-99","Mayrhofer, Manfred",1979,Archaismus und Innovation. Eine grammatische Unterscheidung in Keilschrift-Paralleltexten aus achämenidischer Zeit,47,96-99,Archív Orientalí,,,,
1471,"ArOr 31 (1963), 706","Klíma, Otokar",1963,"Rv. J.P. Asmussen, Historiske texster fra Achaemenidetiden",31,706,Archív Orientalí,,,,
1454,"Archive for History of Exact Sciences 5 (1968), 70-78","van der Waerden, Bartel L.",1968,The Date of Invention of Babylonian Planetary theory,5,70-78,Archive for History of Exact Sciences,,,,
1438,"AoF 5 (1977), 81-89","Sarkisjan, Gagik Ch.",1977,Bruchstücke von seleukidischen Wirtschaftstexten aus Uruk in den Staatlichen Mussen zu Berlin,5,81-89,Altorientalische Forschungen,,,,
1422,"AoF 2 (1975), 71-78","Dandamayev, Muhammed A.",1975,Forced Labour in the palace Economy in Achaemenid Iran,2,71-78,Altorientalische Forschungen,,,,
1406,"Antonianum 17 (1942), 73-78","Kleinhans, A.",1942,"Rv. G. Brunner, Der Nabuchodonosor des Buches Judith",17,73-78,Antonianum,,,,
1390,"AnSt 8 (1958), 35- 92","Gadd, Cyril J.",1958,The Harran Inscriptions of Nabonidus,8,35-92,Anatolian Studies,,,,
1373,"ANESt 42 (2005), 253-276.","Koch, Heidemarie",2005,Achämenidische Verwaltung und Hinweise auf sie in den Randgebieten des persischen Großreiches.,42,253-276,Ancient Near Eastern Studies,,,,
1356,"AMI NF 7 (1974 publ. 1975), 121-134","Hinz, Walther",1974 publ. 1975,Die Behistun-Inschrift des Darius in ihrer ursprünglichen Fassung,7,121-134,Archäologische Mitteilungen aus Iran Neue Folge,,,,
1340,"AMI 20 (1987 publ. 1989), 147-159","Koch, Heidemarie",1987 publ. 1989,Einige Überlegungen zur Bauplanung in Persepolis,20,147-159,Archäologische Mitteilungen aus Iran,,,,
1324,"Akkadica 34 (1983), 61","Bennett, Crystal-M.",1983,A Cuneiform Tablet from Tawilan in Southern Jordan,34,61,Akkadica,,,,
1307,"AJSL 58 (1941), 314-325","Cameron, George G.",1941,Darius and Xerxes in Babylonia,58,314-325,American Journal of Semitic Languages and Literatures,,,,
1290,"AJA 59 (1955), 334-337","Wilkinson, Charles K.",1955,"Rv. E.F. Schmidt, Persepolis I: Structures, Reliefs, Inscriptions",59,334-337,American Journal of Archaeology,,,,
1274,"AION 49/3 (Napoli 1989), 161-199","Graziani, Simonetta",1989,"Le impronte di sigilli delle tavolette mesopotamiche del British Museum, pubblicate da J.N. Strassmaier, datate a Ciro, Cambise, Dario e Serse",49/3,161-199,Annali dell'Istituto Orientale di Napoli,,,,
1258,"AfO 50 (2003/2004), 344-345","Hunger, Hermann",2003-2004,A Procedure Text for Jupiter.,50,344-345,Archiv für Orientforschung,,,,
1241,"AfO 46/47 (1999/2000), 183-200","Waerzeggers, Caroline",1999-2000,The Records of In‚abtu from theNaggāru Family,46-47,183-200,Archiv für Orientforschung,,,,
1223,"AfO 42/43 (1995/1996), 245-248","Geller, Mark J.",1995-1996,"Rv. E. von Weiher, Uruk. Spätbabylonische Texte aus dem Planquadrat U 18. Teil IV (AUWE 12, 1993)",42-43,245-248,Archiv für Orientforschung,,,,
1207,"AfO 25 (1974/77 publ. 1978), 200-201","Graf, K.",1974-77,"Rv. G. Ries, Die neubabylonischen Bodenpachtformulare",25,200-201,Archiv für Orientforschung,,,,
1189,"AfO 19 (1959/1960), 74-82","Ungnad, Arthur",1959-60,Neubabylonische Privaturkunden aus der Sammlung Amherst,19,74-82,Archiv für Orientforschung,,,,
1172,"AfO 14 (1941), 57-64","Ungnad, Arthur",1941,"Das Haus Egibi (Die Generation des Bêl-êṭer, die Generation des (Nabû-)zêru-ukîn, die Generation des Šulâ, die Generation des Nabû-ahhê-iddin, die Generation des Itti-marduk-balâṭu, die Generation des Marduk-nâṣir-apli)",14,57-64,Archiv für Orientforschung,,,,
1156,"AcAntHung 22 (1974), 45-78","Diakonoff, Igor M.",1974,"Slaves, Helots and Serfs in Early Antiquity",22,45-78,Acta Antiqua Academiae Scientiarum Hungaricae,,,,
1140,"Weissbach, ZDMG 62 (1908)","Weissbach, Franz, H.",1908,Zur neubabylonischen und achämenidischen Chronologie. ,62,629-647,Zeitschrift der Deutschen Morgenländischen Gesellschaft (Wiesbaden),,,,
699,"Kleber, ZAR 18 (2012) ","Kleber, Kristin",2012,Rhetorical strategies in letters of Babylonian officials,18,221-237,Zeitschrift für Altorientalische und Biblische Rechtsgeschichte,,,,
274,"King, ZA 9","King, Leonard W.",1984,Sinšariškun and his rule in Babylonia,9,396-400,Zeitschrift für Assyriologie und Vorderasiatische Archäologie,5603,,,
246,"Reade, JCS 23/1","Reade, Julian E.",1970,The Accession of Sinsharishkun,23/1,1-9,Journal of Cuneiform Studies,,,,
215,"Scheil, RT 24","Scheil, Vincent",1902,Notes d’Épigraphie et d’Archéologie Assyriennes,24,24-29,Recueil de Travaux Relatifs a la Philologie et a l’Archéologie Égyptiennes et Assyriennes,,,,
175,"Jursa, Iraq 59","Jursa, Michael",1997,Neu- und spätbabylonische Texte aus den Sammlungen der Birmingham Museums and Art Gallery,59,97-174,Iraq,7680,,,
142,FB 10,"Jakob-Rost, Liane",1968,Ein neubabylonisches Tontafelarchiv aus dem 7. Jahrhundert v.u.Z.,10,39-62,Forschungen und Berichte,5405,,,
4053,"Kaskal 9 (2012), 99-120","Wunsch, Cornelia",2012,A Slave is not Supposed to Wear such a Garment!,9,99-120,,,,,
4037,NABU 2015/106,"Tavernier, Jan",2015,An Iranian slave in Babylon during the reign of Amēl-Marduk?,2015/106,,,,,,
4021,"RA 108 (2014), 71-92","Sandowicz, Malgorzata",2014,Court of Assize at Neo-Babylonian Apšu,108,71-92,,,,,
4005,"Mesopotamia 46 (2011), 53-57","Peruzzetto, Alessandra",2011,"The future of Babylon: mangement, conversation planning and cultural landscape at Babylon",46,53-57,,,,,
3989,NABU 2014/105,"Michel, Patrick, M.",2014,Note sur le nom du théâtre de Babylone,2014/105,,,,,,
3973,"BiOr 69/5-6 (2012), 182-196, 564","Kleber, Kristin",2012,Aspekte des spätbabylonischen Gerichtsverfahrens,69/5-6,"182-196, 564",,,,,
3956,"ZA 102/1 (2012), 100-114","Hackl, Johannes",2012,Zur Funktion von (i)binna im Neu- und Spätbabylonischen,102/1,100-114,,,,,
3940,"Orient 45 (2010), 3-33","Frahm, Eckart",2010,"Counter-texts, Commentaries, and Adaptations: Politically Motivated Responses to the Babylonian Epic of Creation in Mesopotamia, the Biblical World, and Elswhere",45,3-33,,,,,
3924,"Topoi 19/1 (2014), 181-237","Monerie, Julien",2014,Les sanctuaires babyloniens à l'époque hellénistique. Évolutions d'un relais de pouvoir,19/1,181-237,,,,,
3908,"RA 104 (2010), 131-162","Baker, Heather D.",2010,The Meaning of ṭuppi,104,131-162,,,,,
3892,"ZSSR 95 (1978), 327-329","Haase, R.",1978,"Rv. G. Ries, Die neubabylonischen Bodenpachtformulare",95,327-329,Zeitschrift der Savigny-Stiftung für Rechtsgeschichte. Romanistische Abteilung.,,,,
3876,"ZAW 89 (1977), 312","Spalinger, Anthony",1977,Egypt and Babylonia in Chaldean and Achemenian Periods in the Light of the Babylonian Sources,89,312,Zeitschrift für die alttestamentliche Wissenschaft,,,,
3860,"Topoi 9 (1999), 389-391","Joannès, Francis",1999,"Rv. G.F. del Monte, Testi dalla Babilonia Ellenistica, Vol. I: Testi Cronografici (Studi Hellenistici IX, 1997)",9,389-391,Topoi,,,,
3844,"RIDA 1 (1954), 125-171","Petschow, Herbert",1954,Der Surrogationsgedanke im neubabylonischen Recht,1,125-171,"Revue Internationale des Droits de
l’Antiquité",,,,
3828,"Phoenix 40 (1994), 154-167","van Driel, Govert",1994,Wijgeschenken in Mesopotamië,40,154-167,Phoenix,,,,
3812,"OA 9 (1970), 197-198","Zaccagnini, Carlo",1970,"Rv. S.S. Ahmed, Southern Mesopotamia in the Time of Ashurbanipal",9,197-198,Oriens Antiquus,,,,
3796,"Natural Phenomena (1992), 39-52","van Driel, Govert",1992,Weathe R. Between the Natural und the Unnatural in First Millenium Cuneiform Inscriptions,,39-52,Natural Phenomena,,,,
3780,"KSI(N)A 46 (1962), 252-258","Dandamayev, Muhammed A.",1962,Die Behistun-Inschrift und die antiken Autoren über Bardija-Gaumata (in Russ.),46,252-258,Краткие сообщения Института Археологии АН ОССР (Kratkie soobŝenija Instituta Arheologii AN OSSR),,,,
3764,"JSS 3 (1958), 127-128","Falk, Ze'ev W.",1958,Manumission by Sale,3,127-128,Journal of Semitic Studies,,,,
3748,"JRAS 71 (1939), 653-655","Zaehner, Robert C.",1939,"Rv. F.W. König, Relief and Inschrift des Königs Dareios I. am Felsen von Bagistan",71,653-655,Journal of the Royal Asiatic Society,,,,
3732,"Journal des Médicines Cunéiformes 9 (2007), 16-22.","Finkel, Irving L.",2007,On busanu and di'u or why Nabonidus went to Tema,9,16-22,Journal des Médicines Cunéiformes,,,,
3716,"IF 65 (1960), 185-188","Schmidt, W.P.",1950,"Rv. W. Brandenstein and M. Mayrhofer, Antiguo Persa",65,185-188,Indogermanische Forschungen,,,,
3700,"Ex Oriente Lux 10 (1945-1948), 432-455","Leemans, W.F.",1945-1948,"Marduk-apal-iddina II, zijn tijd en zijn geslacht",10,432-455,Ex Oriente Lux,,,,
3684,"ErIs 24  (1993), 221-230","Weisberg, David B.",1993,The R. Campbell Thompson Tablets Published by Ivan Lee Holt,24,221-230,Eretz Israel,,,,
3668,"East and West NS 16 (Rome 1966), 175-179","Glaesser, Gustav",1966,"Rv. W. Hinz, Das Reich Elam",16,175-179,East and West NS,,,,
3652,"BOR 2 (1887/8), 1ff.","Pinches, Theophilus G.",1887/8,A Babylonian Dower-contract,2,1ff.,The Babylonian and Oriental Record,,,,
3636,"BLOT (1950), 26","Rowley, H.H.",1950,"Rv. A.T. Olmstead, History of the Persian Empire (Achaemenid Period)",,26,"Book List. Society for Old Testament Studies (Llansadwrn, Menai Bridge)",,,,
3620,"AoF 24 (1997), 366-374","Röllig, Wolfgang",1997,Aramaica Haburensia II: Zwei datierte aramäische Urkunden aus Tell Šēh Hamad,24,366-374,Altorientalische Forschungen,,,,
3604,"Achaemenid History 8 (1994), 329-351","Stolper, Matthew W.",1994,On some aspects of continuity between Achaemenid and hellenistic Babylonian legal texts,8,329-351,Achaemenid History,,,,
3588,"ZSS 76 (1959), 37-96","Petschow, Herbert",1959,Das neubabylonische Gesetzfragment,76,37-96,"Zeitschrift der Savigny-Stiftung für Rechtsgeschichte, romantistische Abteilung",,,,
3572,"ZDPV 70 (1954), 4-32","Galling, Kurt",1954,Von Naboned zu Darius. Studien zur chaldäischen und persischen Geschichte,70,4-32,Zeitschrift des Deutschen Palästina-Vereins,,,,
3556,"ZDMG 129 (1979), 411-412","Humbach, H. Jacob",1979,"Rv. H. Koch, Die religiösen Verhältnisse der Dareioszeit. Untersuchungen an Hand der elamischen Persepolistäfelchen",129,411-412,Zeitschrift der Deutschen Morgenländischen Gesellschaft,,,,
3540,"ZDMG 106 (1956), 371-372","van der Waerden, Bartel L.",1956,"Rv. O. Neugebauer, Astronomical Cuneiform Texts",106,371-372,Zeitschrift der Deutschen Morgenländischen Gesellschaft,,,,
3524,"ZA 94 (2004), 143-146.","Horowitz, Wayne",2004,"Rv. H. Hunger, A.J. Sachs, J.M. Steele, Astronomical Diaries and Related Texts from Babylonia, Vol. V: Lunar and Planetary Texts. Wien. 2001.",94,143-146,Zeitschrift für Assyriologie,,,,
3508,"ZA 90 (2000), 227-262","Sallaberger, Walther",2000,Das Erscheinen Marduks als Vorzeichen: Kultstatue und Neujahrsfest in der Omenserie Šumma ālu,90,227-262,Zeitschrift für Assyriologie,,,,
3491,"ZA 87 (1997), 277-279","Streck, Michael , P.",1997,"Rv. J. McGinnis, Letter Orders from Sippar (1995)",87,277-279,Zeitschrift für Assyriologie,,,,
3474,"ZA 83 (1993), 66-87","Beaulieu, Paul-A.",1993,The Impact of Month-Lengths on the Neo-Babylonian Cultic Calendar,83,66-87,Zeitschrift für Assyriologie,,,,
3458,"ZA 77 (1987 publ. 1988), 239-278","Koch, Heidemarie",1987 publ. 1988,Götter und ihre Veehrung im achämenidischen Persien,77,239-278,Zeitschrift für Assyriologie,,,,
3441,"ZA 70 (1981), 105-137","Koch, Heidemarie",1981,Steuern in der achämenidischen Persis?,70,105-137,Zeitschrift für Assyriologie,,,,
3425,"ZA 64 (1975), 192-234","Berger, Paul-R.",1975,Der Kyros-Zylinder mit dem Zusatzfragment BIN II Nr. 32 und die akkadischen Personennamen im Danielbuch,64,192-234,Zeitschrift für Assyriologie,,,,
3408,"ZA 52 (1957), 338-339","Eilers, Wilhelm",1957,"Rv. M. San Nicolò, Der neubabylonische Lehrvertrag in rechtsvergleichender Betrachtung (1950)",52,338-339,Zeitschrift für Assyriologie,,,,
3392,"ZA 41 (1933), 255 ff.","Landsberger, Benno",1933,"Rv. E. Unger, Babylon. Die heilige Stadt nach der Beschreibung der Babylonier (1931)",41,255ff.,Zeitschrift für Assyriologie,,,,
3376,"WZKM 91 (2001), 347-363","Jursa, Michael",2001,"Šamaš-tirri-kuṣur, a Smith manufacturing weapons in the Ebabbar temple at Sippar",91,347-363,Wiener Zeitschrift für die Kunde des Morgenlandes,,,,
3360,"WZKM 55 (1959), 49-61","von Soden, Wolfram",1959,Assyriologische Miszellen,55,49-61,Wiener Zeitschrift für die Kunde des Morgenlandes,,,,
3344,"WeOr 5/1 (1969), 39-50","Brinkman, John A.",1969,The Akītu Inscription of Bēl-ibni and Nabû-zēra-ušabši,5/1.,39-50,Die Welt des Orients,,,,
3328,"WeOr 25 (1994), 150-152","Zadok, Ran",1994,"Rv. G. Frame, Babylonia 689-627 B.C. A Political History (PIHANS 69, 1992)",25,150-152,Die Welt des Orients,,,,
3312,"WeOr 13 (1982 publ. 1983), 25-30","McEwan, Gilbert J.P.",1982 publ. 1983,A Babylonian leitourgia?,13,25-30,Die Welt des Orients,,,,
3294,"Visible Language 15 (1981), 409-418","Sack, Ronald H.",1981,The Temple Scribe in Chaldean Uruk,15,409-418,Visible Language,,,,
3278,"UCP 10/8 (1937), 243-250","Lutz, Henry F.",1937,"An Uruk Document of the Time of Cambyses,",10/VIII,243-250,University of California Publications,,,,
3262,"Transeuphratène 14 (1998), 33-77","Aggoula, Basile",1998,L´Esagil de Shamash ou le grand temple de Hatra,14,33-77,Transeuphratène,,,,
3246,"Syria 64 (1987), 156","Glassner, Jean-Jacques",1987,"Rv. A. Abou-Assaf, P. Bordreuil and A.R. Millard, La statue de Tell Fekherye et son inscription bilingüe assyro-araméenne (1982)",64,156,Syria,,,,
3230,"Sumer 35 (1979), 126-120","Hassah, Ali A.",1979,Excavation at the Eastern Tell in Babylon,35,126-120,Sumer,,,,
3214,"StIr 15/1 (1986), 7-21","Stève, Marie-Joseph",1986,Le fin de l'Élam: À propos d'une empreinte de sceau-cylindre,15/1.,7-21.,Studia Iranica,,,,
3198,"SPAW 1889, 813-823","Peiser, Felix , E.",1889,Die Zugehörigkeit der unter Nr. 84. 2-11 im British Museum registrierten thontafelsammlung zu den thontafelsammlungen des Königlichen Museums zu Berlin,,813-823,Sitzungsberichte der Preußischen Akademie der Wissenschaften,,,,
3182,"SCIAMVS 6 (2005), 33-51","Steele, John M.",2005,Four procedure texts concerning Jupiter's latitude and synodic motion from Babylon,6,33-51,SCIAMVS. Sources and Commentaries in Exact Sciences,,,,
3166,"SAAB 12 (1998), 111-127","Milano, Lucio",1998,Aspects of Meat Consumption in Mesopotamia and theFood Paradigm of thePoor Man of Nippur,12,111-127,"State Archives of Assyria, Bulletin",,,,
3150,"RIDA 3e Serie 6 (1959), 19-32","Cardascia, Guillaume",1959,Le concept babylonien de la propriété,3/6.,19-32,Revue Internationale des Droits de l'Antiquité,,,,
3134,"Religious Studies Review 10 (1984), 174","van Seters, John",1984,"Rv. P. Briant, État et pasteurs au Moyen-Orient ancien",10,174,Religious Studies Review,,,,
3118,"RA 99 (2005), 85-104.","Clancier, Philippe",2005,Les scribes sur parchemin du temple d'Anu.,99,85-104,Revue d'Assyriologie et d'Archéologie Orientale,,,,
3102,"RA 90 (1996), 84-89","Joannès, Francis",1996,"Rv. D.B. Weisberg, The Late Babylonian Texts of the Oriental Institute Collection (BibMes 24, 1991)",90,84-89,Revue d'Assyriologie et d'Archéologie Orientale,,,,
3086,"RA 84 (l990), 17-25.","Zawadzki, Stefan",1990,"Great Families of Sippar during the Chaldean and Early Persian Periods (626-482 BC),",84,17-25,Revue d'Assyriologie et d'Archéologie Orientale,,,,
3070,"RA 78 (1984 publ.1985), 71-81","Joannès, Francis",1984 publ. 1985,Contrats de mariage d'époque récente,78,71-81,Revue d'Assyriologie et d'Archéologie Orientale,,,,
3054,"RA 74 (1980), 43-59","Sollberger, Edmond",1980,"The Cuneiform Tablets in the Chester Beatty Library, Dublin,",74,43-59,Revue d'Assyriologie et d'Archéologie Orientale,,,,
3038,"RA 57 (1963), 159-162","Lambert, Maurice",1963,Rv. Iranica Antiqua 1 (1961),57,159-162,Revue d'Assyriologie et d'Archéologie Orientale,,,,
3022,"RA 39 (1942-44), 100","Contenau, Georges",1942-44,"Rv. C.I. Huart and J.L. Delaporte, L´Iran antique. Élam et Perse et la civilisation iranienne",39,100,Revue d'Assyriologie et d'Archéologie Orientale,,,,
3006,"RA 12 (1915), 85-113","Cuq, Édouard",1915,Le droit de gage en Chaldée à l'époque néobabylonienne,12,85-113,Revue d'Assyriologie et d'Archéologie Orientale,,,,
2990,"PSBA 6 (1883-84), 195-204","Pinches, Theophilus G.",1883-84,"The Babylonian Kings of the Second Period, 2232 B.C., to the End of the Existence of the kingdom",6,195-204,Proceedings of the Society of Biblical Archaeology,,,,
2974,"PAPS 98 (1954), 60-89","Neugebauer, Otto",1954,"Babylonian Planetary theory (1. the Planetary theory in General: Introduction, Basic Concepts and Definitions, Mean Synodic Motion, True Synodic Motion, the Texts - 2. theSingle Planets: Mercury Venus, Mars, Jupiter, Saturn)",98,60-89,Proceedings of the American Philosophical Society,,,,
2958,"OrS 14-15 (1965-1966), 118-140","Utas, Bo",1965-1966,"Old Persian Miscellanea (1. ""Abiš nāviyā āha"", 2. ""Mātya"" and ""drauga"")",14-15,118-140,Orientalia Suecana,,,,
2942,"Or 77 (2008), 425-427","Funck, Bernd",2008,"Rv. M.J.H. Linssen, The Cults of Uruk and Babylon. the Temple Ritual Texts as Evidence for Hellenistic Cult Practice (CM 25. Leiden and Boston, 2004) and Boiy, Tom: Late Achaemenid and Hellenistic Babylon (OLA 136. Leuven, 2004).",77,425-427,Orientalia,,,,
2923,"Or 69 (2000), 115-121","Zadok, Ran",2000,"Rv. S.W. Cole, Nippur in Late Assyrian Times (SAAS IV, 1996)",69,115-121,Orientalia,,,,
2907,"Or 57 (1988), 70-75","Mayer, Werner R.",1986,Ergänzendes zur Unterteilung des Sekels im spätzeitlichen Babylonien,57,70-75,Orientalia,,,,
2890,"Or 5 (1922), 42-63 [45 = 18 168]","Deimel, Anton",1922,Miszellen,5,42-63,Orientalia,,,,
2873,"Or 35 (1966), 1-20","von Soden, Wolfram",1966,"Aramäische Wörter in neuassyrischen und neu- und spätbabylonischen Texten. Ein Vorbericht. I (agâ - *mūš),",35,1-20,Orientalia,,,,
2857,"Or 27 (1958), 122-124","Szlechter, Émile",1958,"Rv. H. Petschow, Neubabylonisches Pfandrecht (Berlin 1956)",27,122-124,Orientalia,,,,
2841,"Or 17 (1948), 59-70","Nicolò, Mariano, San",1948,Haben die Babylonier Wachstafeln als Schriftträger gekannt?,17,59-70,Orientalia,,,,
