Object ID,Museum No.,Publication,Text number,Period,Place of issue,Type and content,Day remark,Month,Month remark,Year,Year remark,King,King remark,Paraphrase,Transliteration,Imported,Publication name,Archive,Day (Babylonian),Bibliography,Title,Duplicate,Related objects,Julian date,Julian date year,Place of issue Remark,Museum inventory no.,Page number,Join,Bibliography (free text),CDLI No.,NaBuCCo No.,Other markings,Orientation,Other markings Description,CDLI reference,Items and quantifiable data,Provenience,Akkadian keywords,General keywords,Photo,Julian date Remark,Provenience Remark,Philological notes,Philological notes Remark,Identifier,Babylonian date Remark
8473,BM 77414,Baker 2004,248,Each,Babylon city,Receipts,-,III,-,27,-,Dar,-,"Receipt for silver (damaged): <strong>A</strong>&nbsp;receives from <strong>B</strong>&nbsp;on behalf of <strong>C</strong> 5/6 mina 6 shekels of white silver in accordance with the promissory note (<em>u</em>ˀ<em>iltu</em>) for this exact amount, for which <strong>B </strong>acted as guarantor. <strong>A</strong> is to bring the corresponding promissory note in &Scaron;abāṭu of the [27<sup>th</sup>] year to give it to <strong>B</strong>.<br />
&nbsp;<br />
<strong>A</strong> = Nidintu/&Scaron;ama&scaron;-pirˀ-uṣur//Pahāru; <strong>B</strong>&nbsp;= &Scaron;ellebu/Iddin-Nab&ucirc;//Nappāhu;<strong> C</strong> = Nergal-uballiṭ/Arad-Gula//Irˀanni<br />
&nbsp;",,Matthias Adelhofer (22/02/17),Baker 2004 248,Nappāhu,4,"BV 110; Petschow 1956, 86 fn. 247",BM 77414,,,495,495,,,,,,,,,Landscape,,,,,,,,,,,,,
8457,BM 77544,Baker 2004,233,Each,Babylon city,Promissory notes ina muẖẖi,[ ]?,-,[-],24,-,Dar,-,"Promissory note for silver: <strong>B</strong>&nbsp;owes <strong>A</strong> 1 &frac12; minas of white cut silver of 1/8 alloy, which was originally owed to <strong>C</strong>. The debt bears a monthly interest of 1 shekel of silver per mina. He is to pay the debt plus interest in Nisannu (I) of the [2]5<sup>th</sup> year. 5 witnesses and the scribe ([...//E]gibi).<br />
&nbsp;<br />
<strong>A</strong>&nbsp;= &Scaron;ellebu/Iddin-Nab&ucirc;//Nappāhu; <strong>B</strong>&nbsp;= Bēl-iddin/Rēmūtu//Atkuppu; <strong>C</strong>&nbsp;= Iddin-Nab&ucirc;(/Nab&ucirc;-bān-zēri//Nappāhu) (father of <strong>A</strong>)<br />
&nbsp;",,Matthias Adelhofer (22/02/17),Baker 2004 233,Nappāhu,15,"Baker 2004, No. 233",BM 77544,,,,,,,,,,,,,Landscape,,,,,,,,498/497,,,,,
8441,VAT 96,VS 4,61,Each,Babylon city,Receipts,-,XI,-,5,-,Cyr,-,"Receipt for silver: <strong>A</strong> receives from <strong>B</strong> on instructions of <strong><sup>f</sup>C</strong> the interest on the 16 shekels of silver till the end of &Scaron;abāṭu (XI) of the 5<sup>th</sup> year that <strong><sup>f</sup>D</strong> owes to <strong><sup>f</sup>C</strong>. He further receives from <strong>B</strong> 6 1/8 shekels of silver on behalf of <strong><sup>f</sup>D</strong>. 2 witnesses and the scribe (Nab&ucirc;-mudammiq/Zēria//Egibi).<br />
&nbsp;<br />
<strong>A</strong> = Iddin-Nab&ucirc;/Nab&ucirc;-bān-zēri//Nappāhu; <strong>B</strong>&nbsp;= Nab&ucirc;-tabni-uṣur/Balāṭu//Egibi (brother-in-law of <strong>A</strong>); <strong><sup>f</sup>C</strong> = <sup>f</sup>Ṣirāya/Nab&ucirc;-bān-zēri//Nappāhu (sister of <strong>A</strong>); <strong><sup>f</sup>D</strong> = <sup>f</sup>Ta&scaron;mētu-damqa/&Scaron;umu-iddin (mother-in-law of <strong>A</strong>)<br />
&nbsp;",,Matthias Adelhofer (21/02/17),VS 4 61,Nappāhu,13,"Baker 2004, No. 219",VAT 96,,,533,533,,,,,,,,,Landscape,,,,,,,,,,,,,
8425,VAT 459,VS 3,127,Each,Babylon city,Promissory notes ina muẖẖi,-,I,-,21,-,Dar,-,"Promissory note for dates:<strong> B</strong> owes <strong>A</strong> 10 kor of dates, the property (<em>makkūru</em>) of the god Bēl. He is to register (<em>izuzzu</em> &Scaron;) them in Ayyāru (II) on the writing board (<em>lēˀu</em>) of Bēl and give (proof of) it to <strong>A</strong>. 5 witnesses and the scribe (added after the dating) (Nab&ucirc;-&scaron;umu-i&scaron;kun/Lābā&scaron;i).<br />
&nbsp;<br />
<strong>A</strong> = Iddināya/Kalbāya; <strong>B</strong> = Iddināya/Nab&ucirc;-bān-zēri//Nappāhu<br />
&nbsp;",,Matthias Adelhofer (21/02/17),VS 3 127,Nappāhu,29,"Baker 2004, No. 203",VAT 459,,,501,501,,,,,,,,,Landscape,,,,,,,,,,,,,
8408,VAT 147,VS 5,70,Each,Babylon city,Purchases,-,VIII,-,8,-,Dar,-,"Purchase of a slave: <strong>B<sub>1</sub></strong> and <strong><sup>f</sup>B<sub>2</sub></strong> sell <strong><sup>f</sup>C</strong> to <strong>A</strong> for 2 &frac12; minas 5 shekels of cut silver of 1/8 alloy. A clause follows concerning <strong>B<sub>1</sub></strong>&rsquo;s and <strong><sup>f</sup>B<sub>2</sub></strong>&rsquo;s responsibility regarding possible claims (<em>pūt pāqirāni</em>) over <sup>f</sup><strong>C<sub>2</sub></strong>. The price includes 1 &frac12; minas of silver that <strong>B<sub>1</sub></strong> and <strong><sup>f</sup>B<sub>2</sub></strong> owe to <strong><sup>f</sup>D</strong>, for which <strong><sup>f</sup>C</strong> was taken as security. <strong>A</strong> gives the promissory note (<em>uˀiltu</em>) of <strong><sup>f</sup>D</strong> to <strong>B<sub>1</sub></strong> and <strong><sup>f</sup>B<sub>2</sub></strong>. 8 witnesses, <strong><sup>f</sup>D</strong> as <em>ina a&scaron;ābi</em>-witness, and the scribe (Nab&ucirc;-balāssu-iqbi/Nab&ucirc;-ēṭir-nap&scaron;āti//Egibi).<br />
&nbsp;<br />
<strong>A</strong> = Itti-Nab&ucirc;-balāṭu/Nab&ucirc;-mukīn-zēri//Ēṭiru; <strong>B<sub>1</sub></strong> = Nidintu-Bēl/Niqūdu//Adad-&scaron;umu-ere&scaron;; <strong><sup>f</sup>B<sub>2</sub></strong> = <sup>f</sup>Kabtāya/Taqī&scaron;//S&icirc;n-tabni-uṣur (mother of <strong>B<sub>1</sub></strong>); <strong><sup>f</sup>C</strong> = &Scaron;a-Ninlil-ūda (slave of <strong>B<sub>1</sub></strong> and <strong><sup>f</sup>B<sub>2</sub></strong>); <strong><sup>f</sup>D</strong> = <sup>f</sup>Ṭābatu/Nab&ucirc;-ahhē-iddin//S&icirc;n-tabni (wife of <strong>A</strong>; cf. VAT184).<br />
&nbsp;",,Matthias Adelhofer (21/02/17),VS 5 70,Nappāhu,28,"Baker 2004, No. 188a",VAT 147,VAT 146,8409,514,514,,,,,,,,,Landscape,,,,,,,,,,,,,
8392,VAT 383,VS 5,127,Each,Babylon city,Purchases,[-],II,-,,[-],Dar,[ ],"Purchase of slave: <strong><sup>f</sup>B</strong> sells <strong><sup>f</sup>C</strong> to <strong><sup>f</sup>A </strong>for 4 minas of cut silver of 1/8 alloy. This silver comes from <strong><sup>f</sup>A</strong>&rsquo;s dowry chest (<em>quppu</em>) that she gave to her mother, <strong><sup>f</sup>B</strong>, from the 1<sup>st</sup> year of Darius. A clause follows concerning <strong><sup>f</sup>B</strong>&rsquo;s responsibility regarding legal implications about <strong><sup>f</sup>C</strong>, such as lawsuits (<em>pūt sih&icirc;</em>), claims (<em>pūt pāqirāni</em>) and matters concerning the status of a royal slave woman (<em>amat &scaron;arrūti</em>) and free citizen (<em>mār ban&ucirc;ti</em>). 4 witnesses and the scribe (Marduk-bēl&scaron;unu/Mu&scaron;ēzib-Marduk//[S&icirc;n]-&scaron;ad&ucirc;nu?).<br />
&nbsp;<br />
<strong><sup>f</sup></strong><strong>A</strong> = <sup>f</sup>Kusippitu/&Scaron;ama&scaron;-zēru-ibni//Rēˀi-sīs&ecirc;; <strong><sup>f</sup>B</strong> = <sup>f</sup>Tabluṭu/Bēl-iddin/Rēˀi-sīs&ecirc; (mother of <strong><sup>f</sup>A</strong>); <strong><sup>f</sup>C</strong> = <sup>f</sup>Bānītu-rēˀ&ucirc;a (slave of <strong><sup>f</sup>B</strong>)<br />
&nbsp;",,Matthias Adelhofer (21/02/17),VS 5 127,Nappāhu,,"Baker 2004, No. 177",VAT 383,,,,,,,,,,,,,Landscape,,,,,,,,,,,,,
8376,VAT 448,VS 3,76,Each,Nabātu,Promissory notes ina muẖẖi,-,VI,-,4,-,Cam,-,"Promissory note for dates (heavily damaged): <strong>B</strong>&nbsp;owes <strong><sup>f</sup>A</strong> [x kor of dates]. He is to pay it all in Arahsamnu (VIII) in the storehouse (<em>haṣāru</em>) in the <em>ma&scaron;īhu</em>-measure of 1 PI, together with 1 kor a load (of palm-frond ribs [<em>huṣābu</em>]), palm-leaf baskets (<em>tuhallu</em>), date baskets (<em>gip&ucirc;</em>), date-palm fibres (<em>mangagu</em>) and 1 container of pressed dates (<em>darīku</em>). [...] The <em>ṣubātu</em> and the levy of the agricultural supervisor (<em>gugallu</em>) are not paid. 2 witnesses and the scribe ([...]-Nab&ucirc;//[...]).<br />
&nbsp;<br />
<strong><sup>f</sup></strong><strong>A</strong> = <sup>f</sup>Ina-Esagil-ram&acirc;t/Balāṭu//Egibi; <strong>B</strong> = [...]/Niqūdu//Pappāya<br />
&nbsp;",,Matthias Adelhofer (21/02/17),VS 3 76,Nappāhu,25,"Baker 2004, No. 161",VAT 448,,,526,526,,,,,,,,,Landscape,,,,,,,,,,,,,
8359,VAT 446,VS 3,90,Each,Kār-Nabû,Promissory notes ina muẖẖi,-,II,-,2,-,Dar,-,"Promissory note (<em>imittu</em>) for dates: <strong>B<sub>1</sub></strong> and <strong>B<sub>2</sub></strong> owe to <strong>A<sub>1</sub></strong> 2 kor of dates, the remainder of the impost (<em>imittu</em>) of <strong><sup>f</sup>A<sub>2</sub></strong> that is the debt of <strong>B<sub>1</sub></strong> and <strong>B<sub>3</sub></strong>. They are to pay in Arahsamnu (VIII). 2 witnesses and the scribe (Bēl-uballiṭ/Mu&scaron;ēzib-Bēl//Kalbi-Nanna). The location, Kār-Nab&ucirc;, is further specified as nāru-&scaron;a-Ahhē-&scaron;ullim. Addendum: They bear responsibility for each other.<br />
&nbsp;<br />
<strong>A<sub>1</sub></strong> = Iddin-Nab&ucirc;/Nab&ucirc;-bān-zēri//Nappāhu; <strong><sup>f</sup>A<sub>2</sub> </strong>= <sup>f</sup>Ina-Esagil-ram&acirc;t/Balāṭu//Egibi; <strong>B</strong><sub>1</sub> = Libluṭ/Arad-Gula//Egibi; <strong>B<sub>2</sub></strong> = Arad-Bēl/Rēmūtu//S&icirc;n-dāˀin; <strong>B<sub>3</sub></strong> = Iddin-Bēl/Rēmūtu//S&icirc;n-dāˀin<br />
&nbsp;",,Matthias Adelhofer (21/02/17),VS 3 90,Nappāhu,21,"Baker 2004, No. 147",VAT 446,,,520,520,,,,,,,,,Landscape,,,,,,,,,,,,,
8341,VAT 500+,VS 3,75,Each,Kār-Tašmētu,Promissory notes ina muẖẖi,-,V,-,4,-,Cam,-,"Promissory note (<em>imittu</em>) for dates: <strong>B</strong> owes to <strong>A<sub>1</sub></strong> 30 kor of dates, impost (<em>imittu</em>) on the yield of the plot (<em>ebūr eqli</em>) in Kār-Ta&scaron;mētu corresponding to the amount of <strong><sup>f</sup>A<sub>2</sub></strong>&rsquo;s dowry (<em>nudunn&ucirc;</em>). He is to pay in Arahsamnu (VIII) in the storehouse (<em>haṣāru</em>) in the <em>ma&scaron;īhu</em>-measure of 1 PI, together with palm-leaf baskets (<em>tuhallu</em>), date baskets (<em>gip&ucirc;</em>), [date-palm fibres (<em>mangagu</em>)], 15 loads of palm-frond ribs (<em>huṣābu</em>) and 1 container of pressed dates (<em>darīku</em>). An illegible clause excluding other items follows. 2 witnesses and the scribe (Nab&ucirc;-nādin-&scaron;umi/Mu&scaron;ēzib-Marduk//Gahal [brother-in-law of <strong>A<sub>1</sub></strong>]). Addendum: Another clause excluding 2;2.3 kor of dates of <strong><sup>f</sup>C</strong>. 1 shekel of silver and 0.2 kor of dates are at the disposal of <strong>B</strong>.<br />
&nbsp;<br />
<strong>A<sub>1</sub></strong> = Iddin-Nab&ucirc;/Nab&ucirc;-bān-zēri//Nappāhu; <strong><sup>f</sup>A<sub>2</sub></strong> = <sup>f</sup>Ina-Esagil-ram&acirc;t/Balāṭu//Egibi, wife of <strong>A<sub>1</sub></strong>; <strong>B</strong> = Arad-Nergal/Nab&ucirc;-muqqu-elip//Egibi; <strong><sup>f</sup>C</strong> = Gigītu/[ Balāṭu//Egibi]<br />
&nbsp;",,Matthias Adelhofer (20/02/17),VS 3 75,Nappāhu,21,"Baker 2004, No. 131",VAT 500+,,,526,526,,,,,,,,,Landscape,,,,,,,,,,,,,
8325,VAT 128,VS 5,59,Each,Babylon city,Leases,-,X,-,1,-,Dar,-,"Lease of a house: <strong>A</strong> rents his house to <strong>B<sub>1</sub></strong> and <strong>B<sub>2</sub></strong> for monthly &frac12; and 1/24 of a shekel of silver until the end of Nisannu (I). They are to repair the drain (<em>batqa &scaron;a asurr&icirc; ṣabātu</em>) and make the additional payments (<em>nūptu</em>). They are to pay the rent monthly. 2 witnesses and the scribe (Nab&ucirc;-&scaron;umu-iddin/Marduk-zēru-iddin). Addendum: The house it at the disposal of <strong>B<sub>1</sub></strong> and <strong>B<sub>2</sub></strong> from the 1<sup>st</sup> of &Scaron;abāṭu (XI).<br />
&nbsp;<br />
<strong>A</strong> = Iddin-Nab&ucirc;/Nab&ucirc;-bān-zēri//Nappāhu; <strong>B<sub>1</sub></strong> = Nab&ucirc;-ttannu/Mu&scaron;ēzib-Marduk; <strong>B<sub>2</sub></strong> = Gūzānu/Mu&scaron;ēzib-Marduk<br />
&nbsp;",,Matthias Adelhofer (20/02/17),VS 5 59,Nappāhu,27,"Baker 2004, No. 115",VAT 128,,,520,520,,,,,,,,,Landscape,,,,,,,,,,,,,
8309,VAT 475,VS 5,64,Each,Babylon city,Leases,-,IV,-,4,-,Dar,-,"Lease of a house: <strong>B</strong>&nbsp;rents his house to <strong>A</strong>, which is next to the no-through street (<em>sūqu lā āṣ&ucirc;</em>, <em>la</em>-<em>ṣu</em>-&lceil;<em>&uacute;</em>&rceil;) and the thoroughfare of Nab&ucirc; and Nanāya, for a yearly rent of 18 shekels of cut silver of 1/8 alloy for five years. <strong>A</strong> is to renew (<em>&scaron;an&ucirc;</em>) the roof and carry out repairs (<em>batqa ṣabātu</em>). In Nisannu (I), D&ucirc;zu (IV) and Kislīmu (IX) he is to make additional payments (<em>nūptu</em>). However, he may charge (<em>man&ucirc;</em>) to <strong>B</strong> any cost of his work on the bricks (<em>libittu</em>), the reeds (<em>qan&acirc;tu</em> and the roof (<em>ūru</em>) exceeding 1 shekel of silver. <strong>B</strong> is to deliver half of the payments at the beginning of the year and the remainder in the middle. The house will be at <strong>A</strong>&rsquo;s disposal from the 1<sup>st</sup> of month [x] for five years. The tablet closes with a clause against transgression on pain of paying 1 mina of white silver. Addendum: each party has taken a copy. 6 witnesses and the scribe (Bēl-uballiṭ/Rēmut-Bēl//Dābibī).<br />
&nbsp;<br />
<strong>A</strong> = Bēl-eṭēri-Nab&ucirc;/Būr-idrī; <strong>B</strong> = Iddin-Nab&ucirc;/Nab&ucirc;-bān-zēri//Nappāhu<br />
&nbsp;",,Matthias Adelhofer (20/02/17),VS 5 64,Nappāhu,21,"Baker 2004, No. 99",VAT 475,,,518,518,,,,,,,,Drawings,Landscape,,,,,,,,,,,,,
8293,VAT 129,VS 6,120,Each,Babylon city,Other,-,V,-,2,-,Dar,-,"Obligation to bring tablet: <strong>B</strong> is to give to <strong>A </strong>the tablet concerning the exchange of real estate (<em>qan&acirc;tu</em>) with <strong>C</strong> (cf. VAT67), which bears drawings (<em>&scaron;a ṣalmāni</em>), by the 10<sup>th</sup> of Ulūlu (VI), 2<sup>nd</sup> year of Cyrus. In case the tablet is not handed over, B has to clear himself with an oath. Then it is stated that <strong>B</strong> gave a copy of said tablet to <strong>A</strong>. 2 witnesses and the scribe (Iddin-Bēl/Aqara//Sipp&ecirc;).<br />
&nbsp;<br />
<strong>A</strong> = Iddin-Nab&ucirc;/Nab&ucirc;-bān-zēri//Nappāhu; <strong>B</strong> = Lābā&scaron;i/Kurbanni-Marduk//&Scaron;ama&scaron;-bāri; <strong>C</strong> = Bēl-rēmanni/Nab&ucirc;-bēl&scaron;unu//Rab-ban&ecirc;<br />
&nbsp;",,Matthias Adelhofer (20/02/17),VS 6 120,Nappāhu,24,"Baker 2004, No. 83",VAT 129,,,520,520,,,,,,,,,Landscape,,,,,,,,,,,,,
8277,VAT 497,VS 6,168,Each,Babylon city,Leases,-,I,-,,[-],Dar,-,"Lease of prebendary duties: <strong>B</strong> performs on behalf of <strong>A</strong> the prebendary duties in the I&scaron;hara temple from the 18<sup>th</sup> to the 30<sup>th</sup> of D&ucirc;zu (IV) every year. In return he receives 1 <em>gulīnu</em>-garment [...], 1 <em>lubāru</em>-garment and 1 <em>hullānu</em>-cloth every year. <strong>B</strong> bears the responsibility of interruption (<em>pūt baṭli</em>) and inspection (<em>pūt masnaqti</em>) of [...]. An only partly legible clause follows saying that <strong>B</strong> shall not conume [...] the meat of the share of the meal table (<em>pa&scaron;&scaron;ūru</em>) in Kislīmu (IX). 6 witnesses and the scribe (Nab&ucirc;-iqī&scaron;anni/Marduk-bēl-zēri//&Scaron;umu-lib&scaron;i). Addendum: Each party has taken a copy.<br />
&nbsp;<br />
<strong>A </strong>= Iddin-Nab&ucirc;/Libluṭ//Mudammiq-Adad;<strong> B</strong> = &Scaron;ellebu/Iddināya(=Iddin-Nab&ucirc;)//Nappāhu<br />
&nbsp;",,Matthias Adelhofer (16/02/17),VS 6 168,Nappāhu,14,"Baker 2004, No. 67",VAT 497,,,,,,,,VAT 206,,,,,Landscape,,,,,,,,,,,,,
8261,BM 77393,Dar.,463,Each,Babylon city,Purchases,[ ]?,I,-,18,-,Dar,-,"Additional payment in connection with purchase of singer&rsquo;s prebend: <strong>B</strong> gives back to <strong>A</strong> (further) 2 shekels of silver, after he had bought the prebend before I&scaron;hara of the 8<sup>th</sup> of Nisannu (I), comprising rights to 1 head of an ox, 1 <em>lā ill&ucirc;</em> head of a sheep and the (non-choice?) <em>lā ill&ucirc; habsurukku</em>-joint, from <strong>A</strong> for the full price (i.e. 16 shekels of silver, cf. BM77551+). It is further stated that <strong>C</strong> was present as a witness at the drawing up of the purchase tablet (BM77551+), possibly as an appendix to the witness list of that tablet as he is not listed in the witness list there. 8 witnesses + 4 added afterwards, and the scribe (= <strong>A</strong>).<br />
&nbsp;<br />
<strong>A</strong> = Marduk-rēmanni/Kidinnu(=Kidin-Marduk)//Bēl-eṭēri; <strong>B</strong> = &Scaron;ellebu/Iddināya//Nappāhu; <strong>C</strong> = Erība-Marduk/Nab&ucirc;-nāṣir//Bēl-eṭēri<br />
&nbsp;",,Matthias Adelhofer (16/02/17),Dar. 463,Nappāhu,3,"MacGinnis 1991/92, 84-6; Baker 2004, 56",BM 77393,,,504,504,,,,,,,,,Landscape,,,,,,,,,,,,,
8245,VAT 106,VS 6,104,Each,Babylon city,Leases,-,VIII,-,8,-,Cyr,-,"Lease of baker&rsquo;s and brewer&rsquo;s prebends: <strong>B</strong> gives the baker&rsquo;s and brewer&rsquo;s prebend to <strong>A </strong>for their performance (ē<em>pi&scaron;ānūtu</em>) on 3 days per month, <em>scil</em>. from the 21<sup>st</sup> to the 23<sup>rd </sup>day. The mealtimes (<em>naptanu</em>) will be at <strong>A</strong>&rsquo;s disposal for 3 years from the 21<sup>st</sup> of Arahsamnu (VIII). <strong>A</strong> bears responsibility (<em>pūtu</em>) for the 2 prebends, the <em>makkasu</em>-dates, the guarding (<em>maṣṣartu</em>), the cleansing (<em>ebēbu</em>, <em>ubbubu</em>) of the pot stand (<em>gangannu</em>), the charcoal (<em>pēntu</em>) and the <em>qer&scaron;u</em>-cake, as well as any interruption (<em>pūt baṭli</em>) and inspection (<em>pūt masnaqti</em>). Furthermore he will supply good bread and sweet high-quality beer. He will check the rations (<em>kurrummatu</em>) and give them to x. From the <em>ma&scaron;&scaron;artu</em> of month x he will measure out (<em>madādu</em>, <em>i-man-dad</em>) 0;0.0.2 kor of barley as compensation for his losses (<em>miṭītu</em>). In one year&rsquo;s time <strong>B</strong> will give 0;3.2 kor of <em>makkasu</em>-dates and 12 loads of palm-frond ribs (<em>huṣābu</em>) to <strong>A</strong>. Addendum: whoever transgresses the agreement hast to pay 10 shekels of silver. 1 witness and the scribe (Nab&ucirc;-mukīn-apli//&Scaron;ang&ucirc;-Nergal).<br />
&nbsp;<br />
<strong>A</strong> = Iddin-Nab&ucirc;/Nab&ucirc;-bān-zēri//Nappāhu; <strong>B</strong>&nbsp;= Nab&ucirc;-uballiṭ/Iqī&scaron;āya//Mudammiq-Adad<br />
&nbsp;",,Matthias Adelhofer (16/02/17),VS 6 104,Nappāhu,7,"Baker 2004, No. 42",VAT 106,,,531,531,,,,,,,,Seals,Landscape,sealing in the centre of the lower edge with drawing left of it,,,,,,,,,,,,
8229,BM 77418,Baker 2004,25,Each,Babylon city,Receipts,-,V,-,33,-,Dar,-,"Receipt for barley rations: <strong>A</strong> receives (<em>mahāru</em>) from <strong>B<sub>1 </sub></strong>3.2.3 kor of barley of the rations (<em>kurrummatu</em>) of <strong><sup>f</sup>C</strong> from &Scaron;abāṭu (XI) of the 31<sup>st</sup> year (of Darius) to the end of Ta&scaron;rītu (VII) of the 33<sup>rd</sup> year (of Darius) on the instructions of <strong><sup>f</sup>C</strong> (<em>ina na&scaron;parti</em>). This includes 0;2.3 kor from <strong>B<sub>2</sub></strong>. Addendum: each party has taken a copy. 3 witnesses and the scribe (Nidintu-Marduk//Rab-ban&ecirc;).<br />
&nbsp;<br />
<strong>A</strong> = Iqī&scaron;āya/Iddin-Marduk//Rab-ban&ecirc;; <strong>B<sub>1</sub></strong> = &Scaron;ellebu/Iddināya//Nappāhu (only mentioned by his first name; husband of <strong><sup>f</sup>C</strong>); <strong>B<sub>2</sub></strong> = Bēl-ittannu/?//? (only mentioned by his first name; same as one witness Bēl-ittannu/Bēl-ibni//Rab-ban&ecirc;); <strong><sup>f</sup>C</strong> = Hīptāya/Balāṭu//Rab-ban&ecirc; (only mentioned by her first name; wife of <strong>B<sub>1</sub></strong>)<br />
&nbsp;",,Matthias Adelhofer (16/02/17),Baker 2004 25,Nappāhu,19,,BM 77418,,,489,489,,,,,,,,,Landscape,,,,,,,,,,,,,
8212,VAT 2073,VS 4,183,Ach,Babylon city,Promissory notes ina muẖẖi,[-],II,-,,[-],Dar,-,"Promissory note for silver: <strong>B </strong>owes 1 mina of cut silver of 1/8 alloy to <strong>A</strong>. Addendum/Rubrum: It is the credit against <strong>B</strong>. Witnesses broken off, the name of the scribe partly legible (Bēl-iq[ī&scaron;a?]/?//?).<br />
<br />
<strong>A </strong>= Nab&ucirc;-tabni-uṣur/Balāṭu//Egibi; <strong>B</strong> = Bēl-&scaron;umu-i&scaron;kun/Nab&ucirc;-nādin-&scaron;umi//Gaḫul<br />
&nbsp;",,Matthias Adelhofer (15/02/17),VS 4 183,Nappāhu,,"Baker 2004, no. 7",VAT 2073,,,,,,,,,,,,,Landscape,,,,,,,,,,,,,
8488,VAT 2000,VS 6,323,,,Hiring,[-],-,[-],,[-],-,[-],"Hire of a person(?) (heavily damaged): The details of the contract cannot be reconstructed. 4 shekels of silver are mentioned and the wages of some person referenced, in connection with <strong>A</strong>, <strong>B</strong> [who takes(?)] responsibility for <strong>C</strong>, and with <strong>D</strong>. At least 3 witnesses, remainder lost.<br />
&nbsp;<br />
<strong>A</strong> = &Scaron;ellebu/Iddin-Nab&ucirc;//Nappāhu; <strong>B</strong> = [...]/Bēl-&scaron;umu-iddin; <strong>C</strong> = Bēl-ittannu; <strong>D</strong> = Artami&scaron;u<br />
&nbsp;",,Matthias Adelhofer (22/02/17),VS 6 323,Nappāhu,,"Baker 2004, No. 263",VAT 2000,,,,,,,,,,,,,Landscape,,,,,,,,,,,,,
